ID,User_id,follower_count,likes,dislikes,effective_love,shares,reposts,comments,score
820,820,9879404,785644,95975,689669,7125,1506,27696,1029.2439851453476
821,821,774066,326534,42229,284305,9413,1993,43401,592.6228038294548
822,822,5351049,786611,7491,779120,4708,562,21893,410.405190293938
823,823,6167910,804769,76795,727974,8278,299,47295,1238.368219922826
824,824,9107328,486408,51076,435332,2685,1802,15026,40.14988717223829
825,825,6184176,31807,82705,-50898,8424,805,33282,42.83465128174173
826,826,8617462,529717,40631,489086,47,1733,13722,-339.55815277734837
827,827,8699179,867962,79730,788232,1075,1209,15349,41.75929998767142
828,828,5227218,743220,4225,738995,9205,1312,19065,923.5420497417617
829,829,8128737,544996,56724,488272,5164,1563,41924,547.6323904526403
830,830,8335728,79789,83784,-3995,9771,1567,25464,444.79425019552804
831,831,3886890,588841,18484,570357,8226,41,24649,785.9832625524608
832,832,3263533,438539,22928,415611,3484,113,21123,-178.42743184013102
833,833,5027215,819912,81860,738052,6384,95,24297,779.6413176588989
834,834,6729749,621771,66897,554874,1144,192,1829,-322.17448682873237
835,835,6926743,648802,37660,611142,3930,972,3915,-24.40879300103953
836,836,4582923,598377,95255,503122,7284,1205,7266,193.15217415880574
837,837,1334488,277690,81282,196408,8468,1659,39852,194.9977225877216
838,838,5180969,938804,15632,923172,9933,153,2906,1269.3274711132926
839,839,6054977,363434,50264,313170,5905,328,3800,-40.81261427556242
840,840,4604312,186137,85351,100786,7639,335,11404,-86.84579238328112
841,841,2540203,916188,82280,833908,1594,1616,845,-300.5987680487484
842,842,2736709,249845,68595,181250,3625,540,24881,-613.0710258186195
843,843,1867638,77732,16589,61143,6061,1022,33825,-455.0374132428748
844,844,3225200,851827,52968,798859,5871,687,5090,256.31701122283397
845,845,5401708,384873,14366,370507,1030,1940,20297,-403.28009494969115
846,846,1568866,328527,40088,288439,4082,1359,33170,-442.8679793161865
847,847,4881791,421514,19725,401789,9587,262,31520,796.0755932405448
848,848,2789539,711720,44998,666722,5419,999,45386,368.4240839091965
849,849,1410171,369046,57907,311139,4413,1439,47138,-224.60226333192904
850,850,1723669,667883,71208,596675,3252,814,32354,-209.55066339586895
851,851,134482,539794,73086,466708,3164,1960,7128,-473.2277169897304
852,852,8854918,329164,58690,270474,1346,1222,35742,-337.48480879760336
853,853,6798892,594651,35511,559140,5295,1222,20810,273.31800981673774
854,854,4019117,115483,50894,64589,4333,769,21326,-648.6246737335853
855,855,5427912,674373,87651,586722,8586,1690,6107,652.09697548358
856,856,3905643,329541,97121,232420,7165,1793,749,-88.79753166160513
857,857,6255682,331570,30062,301508,5357,1451,44886,212.7106250398615
858,858,9639741,515497,84452,431045,3363,367,26349,203.65281243872982
859,859,5694471,688764,53409,635355,8902,1924,16636,988.7028297318471
860,860,4500398,401773,32344,369429,4472,714,39878,-35.5947522324543
861,861,2233104,158773,72090,86683,3084,256,26034,-726.022871193806
862,862,5177239,682119,60853,621266,2718,610,39386,89.36149763671337
863,863,3561126,922696,70247,852449,6648,610,39133,801.9169396728541
864,864,7439752,163779,46654,117125,3029,501,42903,-259.7108536504498
865,865,4487272,17419,68777,-51358,6876,1198,41283,-211.75321427121813
866,866,1253034,442516,89567,352949,1119,1661,32105,-717.364177751471
867,867,1612488,302362,65725,236637,9825,1829,5375,189.47216736475616
868,868,3148341,786979,24313,762666,840,459,43545,-58.79803768454239
869,869,9736924,202413,91395,111018,1386,1451,48906,-289.66786741158455
870,870,6296569,753614,70331,683283,8489,850,18832,805.6465660660347
871,871,2823692,504356,59396,444960,7187,649,14765,83.5807726910726
872,872,4296507,684621,8022,676599,5880,483,40656,581.4305105855234
873,873,4917164,461921,63349,398572,5789,16,49389,566.4909711659997
874,874,1303207,580978,70319,510659,2621,8,9214,-377.4334301979407
875,875,7791097,444519,55647,388872,5421,1259,31049,258.43310037730384
876,876,4321735,9454,6020,3434,3832,1315,32733,-645.7309419094379
877,877,6406106,667085,18767,648318,6552,1016,35103,654.3015816566747
878,878,7393795,397299,84397,312902,2179,1704,17366,-318.8630642746307
879,879,4097576,614729,27535,587194,356,1536,6276,-638.4750890826903
880,880,2493433,498708,99267,399441,9054,1240,37971,473.3108181481891
881,881,3598797,806056,49231,756825,5089,1896,33289,608.3838339803934
882,882,7751466,816827,84434,732393,9703,103,36745,1541.0885854941007
883,883,1622073,327188,51234,275954,9285,419,33062,328.7477434009839
884,884,7835687,400590,65631,334959,6781,1280,31478,392.7062096842971
885,885,7525088,492576,33848,458728,249,217,41505,-131.59222176931885
886,886,7686371,408257,79942,328315,8293,894,29731,547.0921794094991
887,887,6196055,947106,17298,929808,6932,542,7531,826.1260406901789
888,888,6553912,951248,83131,868117,9603,551,46890,1530.2422655146572
889,889,348471,143651,39462,104189,3243,447,49342,-658.5395454645037
890,890,3900767,285483,14270,271213,3269,1009,17281,-608.8544861788579
891,891,6273053,835328,72618,762710,3959,1679,44716,654.6609848767091
892,892,5857654,438384,54947,383437,7754,1319,43399,573.1063858479646
893,893,6105208,359307,95436,263871,1053,371,37272,-460.76592688625465
894,894,619045,567561,46252,521309,5547,1360,14612,-203.6636862163621
895,895,4939336,663802,82858,580944,290,895,36339,-384.9989900656137
896,896,6646527,305900,58534,247366,1371,1760,12220,-588.7863571154811
897,897,7450394,109063,34232,74831,8227,1523,23812,233.95800889155112
898,898,8915718,295053,29027,266026,931,1694,10247,-517.4337945971333
899,899,852890,815897,83581,732316,7751,419,19301,481.7551152720341
900,900,8630765,398135,92398,305737,5273,1530,13689,88.85383102876601
901,901,51838,497237,93961,403276,6371,187,12188,-139.69988121224748
902,902,6757677,524535,81398,443137,5491,470,33281,346.5269453306622
903,903,1960120,438946,38370,400576,5473,580,39045,-15.356679538108754
904,904,7196604,946874,95634,851240,4476,1252,45964,792.3647121938897
905,905,1433087,77412,57728,19684,6206,1035,17583,-674.1634031488047
906,906,8921721,444392,29869,414523,1049,1203,47946,-82.1057332191875
907,907,9175092,984955,25221,959734,1831,1547,29348,601.2943545427006
908,908,9794564,723465,23081,700384,5650,32,16322,919.8039414365825
909,909,4482514,224537,48045,176492,3297,470,3573,-731.2960652552987
910,910,7692293,713150,25981,687169,2858,754,30731,251.96765770040452
911,911,6955876,689165,26085,663080,85,462,14660,-303.9088269894222
912,912,7798563,605078,55925,549153,2187,1394,34462,63.641578866044355
913,913,5377283,334657,33007,301650,9834,1252,25569,543.6845014977517
914,914,9775192,239508,1405,238103,6350,1909,27330,531.2541325990776
915,915,1861266,591779,84505,507274,1734,1472,37917,-408.80301739416626
916,916,3099547,980220,27805,952415,1550,164,37353,326.3189794064982
917,917,3859537,514834,50264,464570,5563,1551,44064,294.7069210593439
918,918,9405264,316263,36800,279463,7430,57,8156,534.8624056654536
919,919,658791,669351,26132,643219,1639,1434,7891,-644.4969233605383
920,920,3352454,538045,78559,459486,7496,1691,24441,381.6286250885803
921,921,9481867,386494,23551,362943,7112,278,27074,673.9093604965987
922,922,2584889,247218,49831,197387,4038,1505,31553,-467.3548397290978
923,923,153541,268885,982,267903,2511,1108,8379,-1062.1831653705092
924,924,1136651,537181,38246,498935,894,1748,629,-851.075633537085
925,925,3620415,359565,92820,266745,3682,1278,21976,-507.23577100179557
926,926,6798492,813178,31268,781910,2776,886,287,-18.306556261049465
927,927,9321601,380871,3587,377284,7158,311,23019,633.1657135281248
928,928,9368647,281836,47071,234765,457,1159,10666,-721.3879176197474
929,929,7926456,575209,72454,502755,7417,1348,12580,519.0471937321557
930,930,8023007,592021,31689,560332,6521,888,22156,532.2032660827283
931,931,8583237,298756,19858,278898,6535,1152,11704,132.28750447997098
932,932,1535907,633771,80085,553686,7121,1000,4282,-21.632936894785292
933,933,8963986,50110,28414,21696,7952,1281,35328,291.18574776135455
934,934,2559541,879718,66074,813644,2543,1968,42261,378.8093350164316
935,935,2761140,92210,88238,3972,5078,721,35673,-558.4627661353089
936,936,218887,159543,96883,62660,864,1975,11720,-1224.4854425867072
937,937,40459,543050,61108,481942,4425,135,41627,-1.6139994410351521
938,938,2489527,516200,3757,512443,2436,1964,6267,-361.4282765830777
939,939,6094261,424109,99331,324778,9399,1183,22896,525.9863432542645
940,940,8603088,944575,6525,938050,7153,1330,21376,1140.6309187032575
941,941,5699205,501135,62403,438732,4232,1333,7118,-212.81772081427985
942,942,4135145,533447,28189,505258,3960,1114,167,-375.7177725929419
943,943,8916019,460850,18964,441886,5002,1250,24427,276.55073074019475
944,944,9673982,381490,22144,359346,6767,188,29045,694.956785907722
945,945,2609976,325326,64905,260421,7158,1290,26988,-50.71011131326186
946,946,5527276,21178,7519,13659,7669,1095,26960,-99.4821770012151
947,947,859672,842596,79792,762804,6796,384,13691,343.92791731089284
948,948,9793249,695894,70003,625891,5556,1960,29703,944.7067271142645
949,949,8943109,292676,18959,273717,3911,573,21850,-68.09369269990441
950,950,3780725,603955,98988,504967,3563,198,7145,-202.14906421807487
951,951,650897,564064,49722,514342,8247,627,11240,134.5007295238289
952,952,8826548,923580,32303,891277,3253,1783,44863,936.6274749897567
953,953,235073,269458,50530,218928,373,1745,33601,-1004.9459585928244
954,954,8841071,977602,92849,884753,4401,244,49715,1122.7994797145261
955,955,5625482,507544,8863,498681,4065,273,25872,137.6106841824148
956,956,7238455,308044,24797,283247,1391,1898,36103,-199.68523458429163
957,957,3115621,20062,21834,-1772,4048,1583,32573,-635.8649057600609
958,958,7333231,96050,67990,28060,2385,1295,44772,-493.6032603710013
959,959,6158119,427470,26749,400721,5550,1567,47293,411.92980830792544
960,960,6328016,274566,60377,214189,7353,42,44173,592.0069960633849
961,961,2068434,58220,67764,-9544,1882,1478,31493,-1062.8800481917754
962,962,1381081,969738,72551,897187,1650,553,8093,-279.8735495382405
963,963,2155051,552358,62710,489648,618,792,4588,-945.0647690169332
964,964,1460420,678839,71173,607666,2879,1731,39425,-48.23530684453168
965,965,4787199,359568,65584,293984,1420,465,24468,-622.3033681107313
966,966,4620576,248748,17402,231346,7236,128,31372,306.2056967851646
967,967,7184627,464661,11710,452951,6773,1528,186,243.0166044201183
968,968,9060344,783802,29494,754308,4376,1551,25222,658.5476407298547
969,969,4562230,437284,37406,399878,4450,1733,45270,191.3296588106694
970,970,1047116,476072,86410,389662,8321,977,22713,92.51661358274181
971,971,5041726,762117,46284,715833,4892,1042,16257,226.74813512586073
972,972,897267,414082,20643,393439,9545,670,22438,285.9167975686587
973,973,2765291,470650,42853,427797,8130,778,27054,288.34121061424196
974,974,3070710,239312,87934,151378,6171,271,44884,17.96400208355493
975,975,6032593,557245,59741,497504,7780,1969,10542,654.3254825180138
976,976,6895983,27524,53059,-25535,4240,837,42297,-373.78828627824873
977,977,5177464,138960,98305,40655,6832,1386,22369,-210.55768522187316
978,978,6073047,194469,5243,189226,1242,416,46301,-455.136329168132
979,979,5368485,655671,55329,600342,3541,332,38613,270.8146905194417
980,980,7386328,489358,24532,464826,5695,1079,6908,106.20644232340237
981,981,8081128,500980,78059,422921,3623,1849,47046,420.60814474469527
982,982,1502792,240522,5998,234524,5955,1396,8669,-484.0179502067354
983,983,2936950,842619,1858,840761,5246,23,29547,692.3715872349928
984,984,2357504,703626,89433,614193,3387,1578,3804,-315.4164200305229
985,985,6930084,433432,36339,397093,9239,1006,3541,450.12747263017286
986,986,6848195,89810,28978,60832,5186,1645,33494,-110.6582859972258
987,987,7122794,462768,65763,397005,9862,923,40358,912.0229484076643
988,988,609203,143483,84575,58908,2531,557,30349,-1012.6222111404426
989,989,1806432,448400,79597,368803,2916,1166,48081,-375.11859431425864
990,990,9219474,677622,44600,633022,7034,1900,26753,1057.0556994808144
991,991,3446783,351468,62884,288584,170,1354,4643,-1136.4379864958235
992,992,9979716,511179,53771,457408,9766,383,48260,1358.1534810689054
993,993,2404965,915811,99178,816633,7485,1340,18578,583.3072389133733
994,994,6949788,510216,69623,440593,729,342,43329,-162.1552479316494
995,995,4039293,367688,4283,363405,811,752,20990,-774.8144953992119
996,996,5876073,441758,41770,399988,4819,54,28118,270.1097186061813
997,997,9567562,117742,17365,100377,1306,256,38492,-325.14656037481495
998,998,3009910,302098,31884,270214,4593,807,32873,-324.4864327551528
999,999,6315308,506060,50193,455867,5673,1922,48826,678.760277658141
1000,1000,2620965,549703,95695,454008,3943,364,48898,46.41201829813686
1001,1001,8134682,29261,63843,-34582,6317,248,4402,-222.01023380014698
1002,1002,8778161,626878,93263,533615,9055,1474,34985,1093.5352016870522
1003,1003,9038144,822091,37835,784256,1403,1812,11683,253.05390582721762
1004,1004,2037514,192026,96110,95916,9434,492,18341,-7.91647348737623
1005,1005,2252122,758911,99936,658975,8451,257,41767,870.3588948675202
1006,1006,6818463,874830,38324,836506,2580,1463,579,85.24651145026034
1007,1007,2106408,206176,24000,182176,7446,577,45416,66.91371804498547
1008,1008,9584855,166074,75715,90359,7329,379,28652,355.5034277043608
1009,1009,6216099,261686,48151,213535,8183,54,36986,621.7562984356306
1010,1010,5755502,557785,97634,460151,1863,4,46207,129.52492092464203
1011,1011,4509962,165070,18567,146503,4844,1803,35810,-126.03019405228912
1012,1012,686803,666158,1584,664574,5381,1423,31776,134.66693770706334
1013,1013,9909913,336728,75705,261023,467,19,17470,-307.9017142346298
1014,1014,4076718,930647,53691,876956,8485,1534,31622,1089.829742400538
1015,1015,1142336,887283,57576,829707,1532,1782,39258,33.37996497257334
1016,1016,1942674,686476,37194,649282,7711,593,22257,429.2841059826146
1017,1017,6577287,455708,38873,416835,6836,212,48775,741.0302399421001
1018,1018,1390129,332893,44604,288289,458,1099,17465,-1148.6031813224065
1019,1019,2253618,377603,61551,316052,913,279,5195,-961.7125291808403
1020,1020,2625926,691239,64533,626706,5501,1681,38077,386.30081987966315
1021,1021,7972560,689961,60055,629906,5834,457,29732,674.8965777506374
1022,1022,6487218,580339,15538,564801,9184,594,7377,701.303056637666
1023,1023,500240,953287,5760,947527,9170,195,49604,1304.2136214520408
1024,1024,7802021,584509,55251,529258,3116,1644,38418,284.669403801887
1025,1025,8903586,516352,67431,448921,8214,1808,44,667.516169743656
1026,1026,3504611,472596,62833,409763,5448,1407,20662,-82.54750721611371
1027,1027,2400659,650646,55922,594724,7899,1542,23517,472.2663082991586
1028,1028,1550530,449856,78379,371477,2864,1016,37216,-511.4635027822088
1029,1029,1102866,30990,53449,-22459,2178,1892,3418,-1210.9781082382394
1030,1030,7751789,552082,93367,458715,7093,1674,12724,508.719558849711
1031,1031,3881600,432575,20581,411994,2654,848,46583,-231.2486110908344
1032,1032,8593074,934699,67251,867448,4356,1271,33125,769.6865461226429
1033,1033,2239178,91321,22758,68563,2528,1908,24922,-753.7857209857262
1034,1034,2467373,884248,60246,824002,6936,487,35450,728.0988128788273
1035,1035,7415047,891522,2908,888614,9655,1305,45002,1572.4380896738146
1036,1036,2680990,265490,78897,186593,3080,895,18349,-809.1122890634574
1037,1037,8370841,34150,42366,-8216,4644,759,123,-597.6467904903902
1038,1038,8359233,250294,2096,248198,6265,1422,11005,81.20700359999589
1039,1039,1928005,60703,46358,14345,7706,1829,23314,-177.7267965112385
1040,1040,9581277,533034,11689,521345,7008,436,31150,838.7403482264609
1041,1041,1299410,295034,39396,255638,5080,1583,1650,-608.4769087604059
1042,1042,2295765,333721,20658,313063,8966,130,9138,265.8829097789971
1043,1043,3894005,148963,55783,93180,7624,134,11690,-53.88691765999203
1044,1044,5166287,729193,41968,687225,1085,1586,10628,-282.0917765800369
1045,1045,9416637,218805,80137,138668,7494,306,11743,288.2781612258727
1046,1046,8404428,402963,38252,364711,2710,1360,36859,-29.784894436931843
1047,1047,5154396,231537,98814,132723,5691,526,18884,-271.6401629332482
1048,1048,5193635,404888,5905,398983,5946,281,48856,469.5705600706352
1049,1049,6859930,464695,38379,426316,4098,1206,10425,-153.92798342866735
1050,1050,5480795,828151,88006,740145,6602,604,10615,514.7216070776233
1051,1051,6501345,165313,94135,71178,7234,1532,40696,193.5855137089723
1052,1052,3307273,682263,63469,618794,7259,676,31195,493.81575767823074
1053,1053,3770735,460555,46597,413958,2764,1200,17686,-498.69861164258094
1054,1054,6986256,377480,25835,351645,9732,1892,49313,1151.768903798931
1055,1055,7557203,66678,44929,21749,1102,595,1196,-1068.598392166871
1056,1056,726995,650600,45482,605118,815,408,43941,-400.97154449816514
1057,1057,4884645,869841,79394,790447,3029,1538,3636,9.596281531251849
1058,1058,5838120,245904,2620,243284,2215,975,4751,-777.2603983512157
1059,1059,990725,580080,94608,485472,2143,231,42735,-284.07397233823224
1060,1060,9512738,981816,40649,941167,9003,1127,24101,1463.836954891309
1061,1061,8665031,658180,55754,602426,8771,1476,1600,803.599143788228
1062,1062,4937538,320470,6798,313672,5013,225,34764,105.17888133168736
1063,1063,2995287,211915,57143,154772,7577,1422,46924,129.0451169744928
1064,1064,7136095,28461,44148,-15687,2782,1942,45295,-262.5810139899038
1065,1065,6991667,152658,85481,67177,2044,2,36164,-333.95946095812724
1066,1066,2503732,785920,44289,741631,6879,1865,45556,866.6130731510126
1067,1067,4295052,753954,36385,717569,6701,184,8287,546.0531261572004
1068,1068,5626932,894405,88456,805949,2577,1025,1546,-89.34391581991112
1069,1069,567257,497130,60152,436978,6555,530,22718,-64.13564411169834
1070,1070,5268927,568403,41613,526790,9669,302,21264,868.9021262089201
1071,1071,9004154,302664,54437,248227,2130,1071,4804,-561.1936076150034
1072,1072,2082651,214718,10277,204441,4949,982,44149,-319.6777491403239
1073,1073,7449652,156987,37742,119245,1650,1495,4240,-826.6578853703525
1074,1074,4586201,973870,48813,925057,1691,153,12916,182.26046254023672
1075,1075,6260604,792103,85009,707094,4600,59,29972,654.8264617563384
1076,1076,2163543,397647,11110,386537,3366,1664,5196,-563.0579588410712
1077,1077,9739995,13486,56758,-43272,2378,396,48472,-296.6338361482787
1078,1078,3252677,786597,31999,754598,3501,364,22375,134.42948268773952
1079,1079,4332763,195839,44888,150951,6529,791,23200,-201.0720361103978
1080,1080,1717296,752448,38237,714211,9092,1481,14956,633.512033201234
1081,1081,7290171,744783,79214,665569,3479,1790,8844,237.8490421693063
1082,1082,5803494,98912,96032,2880,1967,652,9189,-1027.4860666234015
1083,1083,8816747,291209,75033,216176,8838,1110,1730,291.6093623444927
1084,1084,1918319,761061,32920,728141,6607,1092,18908,291.16169595000747
1085,1085,4829716,896250,37398,858852,21,1278,44143,4.020929076258084
1086,1086,4110265,646719,23615,623104,8197,1166,45382,801.7546203886415
1087,1087,6618698,932596,62940,869656,1034,1404,24541,115.99909352108315
1088,1088,7621468,728467,24038,704429,7172,1543,43241,1060.5194768836625
1089,1089,7363326,910461,78310,832151,5818,1653,21367,834.449424740782
1090,1090,8963973,107648,73708,33940,6119,804,26670,-46.0807237065635
1091,1091,9693555,115620,77413,38207,986,794,10268,-863.2830820287265
1092,1092,6448250,999292,41519,957773,7973,779,20364,1100.6156196539318
1093,1093,8971708,44534,31761,12773,3510,947,11298,-594.8528670843624
1094,1094,1928823,401745,50243,351502,1964,617,28624,-675.8017608548535
1095,1095,9653317,764749,65948,698801,5020,1860,37740,973.7285699482593
1096,1096,9134075,876303,1355,874948,911,1497,9346,156.25178406834135
1097,1097,8119140,943899,15788,928111,6058,251,28350,1143.5031172575314
1098,1098,3333991,496901,70415,426486,3790,1920,47240,157.51453508118445
1099,1099,5705972,231027,78327,152700,2480,225,9572,-635.760258609623
1100,1100,3444397,346585,90349,256236,4927,717,25620,-323.25469461381323
1101,1101,6627429,798968,39542,759426,5889,1969,18761,831.3586715329295
1102,1102,5019108,297981,58291,239690,8692,356,15188,286.06016898076683
1103,1103,9919935,842658,68038,774620,6998,406,9642,968.3139941680846
1104,1104,9750048,942339,10276,932063,609,1172,47202,532.2474815286205
1105,1105,7892197,231673,40079,191594,780,565,33666,-558.542041739473
1106,1106,8543860,379131,19961,359170,8522,988,4055,421.5135895040503
1107,1107,306383,89944,95938,-5994,3933,1492,29263,-913.58897956923
1108,1108,9518913,81081,59094,21987,3083,793,33479,-376.24938321929477
1109,1109,7871480,367254,70611,296643,5183,1049,28785,77.34544878754835
1110,1110,4264123,551089,43350,507739,4977,616,49370,298.45735950075925
1111,1111,9568246,682854,73878,608976,5430,550,42828,805.101917553297
1112,1112,5183209,199722,66217,133505,9686,1876,32605,583.1868166964878
1113,1113,9590389,751884,95472,656412,6011,949,13451,598.8305910549994
1114,1114,6501097,204770,25296,179474,8075,881,35428,310.22471384227515
1115,1115,6495339,780463,26105,754358,531,1763,23785,14.388380747819928
1116,1116,2452533,687824,65124,622700,234,1183,2834,-835.7710713041112
1117,1117,7832057,302222,22205,280017,1667,1813,11254,-410.32871294433136
1118,1118,6696410,715922,4355,711567,4876,1287,9384,291.15093381060774
1119,1119,62460,194028,10205,183823,2631,137,39278,-635.7193795944733
1120,1120,2774233,736064,99258,636806,2383,574,23460,-252.49919641320838
1121,1121,4365639,285448,20520,264928,6739,447,46502,274.1195060860706
1122,1122,4147500,994601,86653,907948,3104,881,11534,106.67018454984472
1123,1123,6632907,326091,46667,279424,4527,1295,46284,75.75236609222695
1124,1124,9699611,80060,17788,62272,4378,1183,38678,-86.13946825171215
1125,1125,8869397,660934,7829,653105,2442,47,36212,538.1974060374589
1126,1126,6769815,15852,14968,884,7872,308,38300,248.67342960939084
1127,1127,6361507,370774,21396,349378,9679,104,46070,1066.6128083506694
1128,1128,8248583,588189,61391,526798,4960,1887,14517,445.5331394056202
1129,1129,805866,460938,43779,417159,340,1238,36887,-844.9335660812931
1130,1130,2897385,918867,95423,823444,2142,94,26716,169.80173015701303
1131,1131,1798190,439494,72181,367313,3697,1906,26575,-243.83239867482564
1132,1132,6371784,269283,83555,185728,8659,332,12507,292.9369911745675
1133,1133,3369860,406306,39023,367283,9548,897,32030,491.3815476419373
1134,1134,9871903,770012,68723,701289,4490,1123,17060,500.64466157916627
1135,1135,9592566,759608,1067,758541,9096,1987,16082,1466.40964568948
1136,1136,6466628,817460,90331,727129,5536,1315,13677,432.8992543145884
1137,1137,4059368,585595,25186,560409,7093,1387,34874,502.1123671574215
1138,1138,1247921,588241,63721,524520,8354,1273,6080,134.32687798298886
1139,1139,7779959,632048,17400,614648,4830,1067,22473,347.1003996950535
1140,1140,8268473,614237,90849,523388,514,381,622,-432.53340633925757
1141,1141,8195670,562387,90508,471879,8117,403,16385,703.3771957517944
1142,1142,5051167,168188,4943,163245,8062,1675,8811,58.983848355313405
1143,1143,998683,877831,39073,838758,730,461,23215,-330.60243270228017
1144,1144,2011171,420031,44747,375284,7717,776,30350,147.2502850169808
1145,1145,9451774,284251,99718,184533,1828,455,42599,-193.85152597468965
1146,1146,2517163,689638,59947,629691,3309,434,39232,45.0562447477141
1147,1147,6725367,704494,72899,631595,3244,1167,62,-138.4069628693801
1148,1148,2237661,42381,61616,-19235,1205,87,32369,-970.9745481114822
1149,1149,6777885,305304,10333,294971,4685,1229,1848,-318.5350458090768
1150,1150,9311404,824440,18311,806129,6093,788,46166,1105.2779249514883
1151,1151,2813681,425523,60475,365048,8131,397,27713,314.64031722072866
1152,1152,9646876,388508,25422,363086,1116,1614,37535,-86.97748835775512
1153,1153,8420151,757592,26985,730607,5478,1973,28379,960.1791470837983
1154,1154,598331,445843,62627,383216,2487,1319,17344,-779.8902817193431
1155,1155,7870386,484932,33458,451474,2030,354,49413,150.8453039282432
1156,1156,8717845,574464,32734,541730,137,1788,21943,-150.83822489462176
1157,1157,9805801,922889,20582,902307,6793,1682,22554,1248.03562291855
1158,1158,514174,186554,89376,97178,8809,1174,18001,-269.0785351731729
1159,1159,8478458,825735,33591,792144,647,1097,11136,-79.83368713590427
1160,1160,4879536,708981,73709,635272,3216,866,24807,-27.154979209147307
1161,1161,6927524,216116,51563,164553,3817,30,4058,-304.0942154020756
1162,1162,5437325,319972,38788,281184,3654,1501,29148,-245.51775011738127
1163,1163,5308766,424492,74008,350484,2486,1604,1434,-570.1148177508802
1164,1164,6407772,544026,39594,504432,6924,1828,16463,552.6022514146712
1165,1165,4877392,851490,73258,778232,9644,618,31797,1146.1557109484531
1166,1166,9064091,183232,44276,138956,4205,1684,3166,-279.65920032490124
1167,1167,99491,781053,15653,765400,4788,1516,26447,107.69053625005857
1168,1168,9526816,810313,40826,769487,5008,180,23908,891.9984951280052
1169,1169,4977834,454267,77915,376352,6069,519,38955,263.04202951526514
1170,1170,841558,216045,84943,131102,805,188,3322,-1276.672137793893
1171,1171,4723444,528788,16841,511947,9718,1618,23109,808.1702061746764
1172,1172,521450,829811,95535,734276,2773,615,13246,-346.1214196670947
1173,1173,6403757,67756,78108,-10352,6292,157,23676,-84.812591799129
1174,1174,4732267,801937,59182,742755,6170,1761,39043,810.3151611971928
1175,1175,6719970,287579,20323,267256,886,129,21583,-483.579605654478
1176,1176,1485382,600481,70328,530153,3676,1072,6715,-507.31528631863114
1177,1177,2425822,703046,1247,701799,9936,293,13380,847.6959122121306
1178,1178,7926452,884303,36391,847912,6725,1833,43353,1313.3641139951794
1179,1179,662013,98719,28575,70144,5550,1314,5354,-848.2056049501832
1180,1180,6152867,601370,66925,534445,2636,146,12135,-56.17622370402147
1181,1181,7982718,739850,94893,644957,6693,1113,36472,796.5627064816792
1182,1182,6750174,596651,18682,577969,3794,427,25823,214.84213633434095
1183,1183,5300888,640249,18901,621348,7367,1594,2536,444.3110398981684
1184,1184,9078302,840871,56907,783964,4593,912,16796,555.2677439165313
1185,1185,9810934,214535,40882,173653,2581,1902,19874,-145.3549637901402
1186,1186,9706955,506422,91671,414751,5137,290,3013,237.3091724301192
1187,1187,3743675,628919,92692,536227,909,146,28966,-296.7807964328003
1188,1188,890692,913119,35928,877191,1676,160,12900,-138.34973345956718
1189,1189,4079580,112837,52279,60558,9630,914,49366,348.19761632720383
1190,1190,2949268,179479,76976,102503,1194,347,34857,-871.0071899595341
1191,1191,9026645,204129,21978,182151,1538,406,44778,-228.8166134877839
1192,1192,5045872,71276,65634,5642,9119,1300,2313,-158.08732503730286
1193,1193,8656638,275572,37090,238482,9811,500,42693,913.5028314029917
1194,1194,965996,800261,70215,730046,5704,1838,41510,529.0975526746579
1195,1195,9111885,820478,36968,783510,3365,1148,14553,368.8038568387741
1196,1196,1318187,644748,61238,583510,3619,1991,25656,13.440396782188591
1197,1197,708244,171250,9738,161512,5849,434,9011,-591.9962089040281
1198,1198,5137263,992652,70199,922453,2390,1130,37628,350.2532800810185
1199,1199,2264884,389849,27892,361957,5367,679,48423,14.349295437396048
1200,1200,3386741,18330,62522,-44192,5247,1979,7275,-565.9762528643088
1201,1201,1837868,889449,61236,828213,5376,820,37986,429.4824014320225
1202,1202,5845684,957698,48554,909144,3903,81,3282,501.245554475979
1203,1203,6301162,517712,49276,468436,6391,1052,22117,279.7581026951042
1204,1204,5810416,663676,30804,632872,8280,69,36345,1101.9133210792854
1205,1205,6175996,908596,26025,882571,2373,1572,15610,248.4114570163445
1206,1206,4620147,857803,88892,768911,8120,474,41462,1038.178164527289
1207,1207,8060392,56538,50072,6466,3877,1389,14434,-539.6620783782845
1208,1208,6207547,529689,5291,524398,3520,552,8807,-130.1992803189999
1209,1209,2152057,623390,56979,566411,5580,1786,24747,206.3463361323145
1210,1210,5927038,780973,59082,721891,1408,1731,11199,-79.95797166247802
1211,1211,6855584,307100,92114,214986,9007,317,1354,307.30118119038707
1212,1212,6079054,103918,26279,77639,3212,1229,13637,-720.5447834614012
1213,1213,6956020,221303,88237,133066,935,1486,18976,-801.9743162404749
1214,1214,8900803,134431,2756,131675,736,154,49700,-255.12920578322368
1215,1215,5008810,175112,7386,167726,6375,1267,1334,-360.44559761527796
1216,1216,6774338,716148,71017,645131,5043,597,25778,422.4362208518939
1217,1217,8653995,368266,33058,335208,8028,1873,2016,537.8725716873939
1218,1218,3752793,273269,22187,251082,9944,1783,5894,355.3428911464669
1219,1219,3760739,796568,47956,748612,8867,933,32138,886.398998345935
