ID,score
9544,-239
9545,-454
9546,-68
9547,418
9548,225
9549,-185
9550,-25
9551,372
9552,-22
9553,-23
9554,32
9555,306
9556,211
9557,-415
9558,118
9559,-126
9560,-478
9561,65
9562,69
9563,138
9564,-269
9565,115
9566,-176
9567,413
9568,-144
9569,110
9570,140
9571,300
9572,-487
9573,114
9574,-417
9575,119
9576,6
9577,327
9578,50
9579,175
9580,65
9581,393
9582,432
9583,-218
9584,442
9585,-346
9586,-261
9587,-92
9588,362
9589,412
9590,447
9591,274
9592,-169
9593,-364
9594,451
9595,93
9596,-116
9597,-137
9598,-196
9599,-441
9600,-450
9601,-420
9602,439
9603,-155
9604,-300
9605,-272
9606,263
9607,151
9608,371
9609,495
9610,-307
9611,309
9612,-216
9613,497
9614,135
9615,466
9616,-413
9617,-339
9618,-187
9619,-337
9620,-422
9621,36
9622,367
9623,21
9624,-448
9625,-273
9626,118
9627,-280
9628,-230
9629,-282
9630,-73
9631,-274
9632,86
9633,-374
9634,51
9635,480
9636,-225
9637,148
9638,-379
9639,-134
9640,-138
9641,-224
9642,-270
9643,64
9644,-131
9645,220
9646,-138
9647,119
9648,-218
9649,-123
9650,350
9651,-449
9652,-469
9653,333
9654,294
9655,97
9656,-140
9657,407
9658,161
9659,297
9660,481
9661,-144
9662,-47
9663,-119
9664,16
9665,-370
9666,-415
9667,-404
9668,211
9669,-115
9670,-50
9671,213
9672,-210
9673,-171
9674,-101
9675,-330
9676,-192
9677,-377
9678,-500
9679,485
9680,495
9681,280
9682,162
9683,-69
9684,495
9685,-417
9686,-278
9687,112
9688,385
9689,259
9690,-179
9691,170
9692,-336
9693,-465
9694,124
9695,68
9696,-401
9697,42
9698,447
9699,-251
9700,363
9701,135
9702,-17
9703,410
9704,391
9705,-69
9706,-311
9707,-409
9708,-332
9709,149
9710,-219
9711,-361
9712,-435
9713,-451
9714,326
9715,-390
9716,460
9717,226
9718,-428
9719,-351
9720,-403
9721,41
9722,309
9723,382
9724,-410
9725,-102
9726,164
9727,-248
9728,-39
9729,310
9730,-272
9731,200
9732,450
9733,-139
9734,375
9735,-404
9736,-297
9737,-101
9738,-209
9739,-189
9740,-481
9741,383
9742,406
9743,1
9744,-352
9745,-201
9746,143
9747,204
9748,-225
9749,-401
9750,17
9751,137
9752,-500
9753,-44
9754,-488
9755,200
9756,363
9757,-256
9758,-273
9759,195
9760,116
9761,429
9762,-293
9763,-445
9764,211
9765,357
9766,348
9767,333
9768,-411
9769,96
9770,473
9771,130
9772,-265
9773,-283
9774,483
9775,117
9776,341
9777,346
9778,-440
9779,-387
9780,95
9781,468
9782,171
9783,89
9784,202
9785,39
9786,275
9787,-472
9788,-286
9789,208
9790,72
9791,-44
9792,-484
9793,383
9794,223
9795,288
9796,-474
9797,282
9798,-461
9799,457
9800,-259
9801,-317
9802,418
9803,-317
9804,351
9805,-268
9806,-400
9807,335
9808,333
9809,-330
9810,238
9811,408
9812,-274
9813,134
9814,-203
9815,323
9816,-142
9817,-362
9818,-341
9819,-442
9820,-54
9821,-37
9822,20
9823,-451
9824,-376
9825,278
9826,-83
9827,161
9828,496
9829,-115
9830,363
9831,152
9832,-223
9833,208
9834,63
9835,-89
9836,44
9837,186
9838,191
9839,142
9840,407
9841,28
9842,465
9843,-12
9844,-215
9845,-71
9846,449
9847,443
9848,497
9849,-31
9850,-130
9851,-462
9852,-41
9853,-407
9854,407
9855,228
9856,490
9857,-470
9858,125
9859,-221
9860,305
9861,120
9862,200
9863,259
9864,-454
9865,-410
9866,428
9867,-286
9868,202
9869,143
9870,-200
9871,-23
9872,228
9873,-365
9874,-12
9875,31
9876,99
9877,-49
9878,246
9879,222
9880,428
9881,415
9882,-22
9883,-397
9884,90
9885,120
9886,233
9887,15
9888,182
9889,-428
9890,-58
9891,149
9892,7
9893,-468
9894,73
9895,-240
9896,-479
9897,-22
9898,-3
9899,-420
9900,101
9901,-305
9902,-282
9903,-447
9904,406
9905,336
9906,-204
9907,-28
9908,-152
9909,-139
9910,239
9911,480
9912,74
9913,337
9914,-388
9915,278
9916,366
9917,-458
9918,332
9919,-489
9920,210
9921,28
9922,203
9923,318
9924,-260
9925,-358
9926,329
9927,437
9928,161
9929,-53
9930,328
9931,-483
9932,266
9933,328
9934,-169
9935,-164
9936,246
9937,341
9938,-399
9939,-455
9940,-477
9941,166
9942,232
9943,-88
9944,-275
9945,251
9946,-368
9947,230
9948,357
9949,-229
9950,-418
9951,-228
9952,-74
9953,-346
9954,-221
9955,-69
9956,-285
9957,390
9958,203
9959,313
9960,231
9961,-228
9962,383
9963,-200
9964,464
9965,-422
9966,370
9967,-5
9968,240
9969,246
9970,-316
9971,-126
9972,114
9973,48
9974,-127
9975,-357
9976,408
9977,-40
9978,-113
9979,-362
9980,-282
9981,-103
9982,91
9983,-149
9984,404
9985,-467
9986,15
9987,125
9988,141
9989,-342
9990,-478
9991,-79
9992,485
9993,70
9994,378
9995,385
9996,486
9997,-143
9998,-222
9999,-370
10000,81
